ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
6421,money,id,problem,sales,son,1
6422,bill,id,help,sales,husband,1
6423,insurance,id,support,sales,son,1
6424,taxes,id,accident,gift,son,1
6425,taxes,account,irs,sales,husband,1
6426,bill,account,support,sales,son,1
6427,money,id,irs,gift,son,1
6428,bill,id,police,gift,son,1
6429,taxes,id,irs,offer,children,1
6430,money,account,message,sales,son,1
6431,insurance,id,problem,sales,son,1
6432,insurance,account,problem,sales,son,1
6433,taxes,account,irs,gift,husband,1
6434,bank,id,irs,gift,husband,1
6435,card,id,problem,gift,husband,1
6436,card,address,government,sales,dad,1
6437,insurance,id,irs,sales,son,1
6438,money,details,irs,service,son,1
6439,money,information,accident,service,son,1
6440,insurance,id,irs,sales,husband,1
6441,bill,id,irs,sales,husband,1
6442,insurance,id,problem,gift,wife,1
6443,money,id,irs,internet,son,1
6444,insurance,account,irs,gift,son,1
6445,bank,id,irs,gift,wife,1
6446,money,id,police,offer,husband,1
6447,money,account,irs,gift,son,1
6448,dollars,id,arrest,sales,son,1
6449,insurance,id,help,gift,son,1
6450,money,id,accident,internet,son,1
6451,bill,information,irs,system,son,1
6452,money,id,support,sales,son,1
6453,bank,account,problem,gift,dad,1
6454,dollars,id,security,sales,son,1
6455,insurance,id,irs,sales,son,1
6456,card,account,irs,gift,son,1
6457,dollars,details,access,service,son,1
6458,card,information,message,system,son,1
6459,bank,id,irs,gift,son,1
6460,bank,id,virus,gift,wife,1
6461,bill,id,accident,sales,son,1
6462,money,id,irs,internet,husband,1
6463,money,account,irs,sales,son,1
6464,money,account,security,gift,husband,1
6465,money,account,irs,order,son,1
6466,money,account,support,gift,son,1
6467,insurance,id,irs,gift,parents,1
6468,money,id,irs,sales,wife,1
6469,bill,id,security,internet,husband,1
6470,bank,id,security,gift,son,1
6471,card,account,support,sales,son,1
6472,money,id,device,gift,parents,1
6473,money,id,irs,sales,son,1
6474,money,account,problem,gift,husband,1
6475,bank,id,irs,gift,husband,1
6476,bill,id,irs,offer,son,1
6477,warrant,account,irs,gift,son,1
6478,insurance,id,irs,gift,son,1
6479,card,email,support,sales,son,1
6480,card,id,irs,sales,son,1
6481,bank,id,irs,sales,son,1
6482,dollars,id,problem,sales,son,1
6483,card,id,support,course,son,1
6484,money,id,irs,sales,son,1
6485,insurance,id,irs,activity,husband,1
6486,card,account,accident,service,children,1
6487,bank,id,irs,gift,husband,1
6488,bank,account,irs,internet,son,1
6489,insurance,account,support,sales,son,1
6490,money,id,irs,service,husband,1
6491,bank,details,irs,sales,son,1
6492,bank,id,help,sales,son,1
6493,card,id,irs,gift,husband,1
6494,bill,id,irs,sales,son,1
6495,money,id,irs,gift,son,1
6496,bill,id,security,sales,wife,1
6497,dollars,id,irs,service,husband,1
6498,bank,account,irs,sales,wife,1
6499,money,id,irs,sales,son,1
6500,money,id,irs,gift,husband,1
6501,credit,address,message,service,son,1
6502,warrant,address,problem,sales,son,1
6503,money,account,irs,internet,son,1
6504,dollars,id,police,program,son,1
6505,insurance,account,help,gift,husband,1
6506,insurance,id,problem,sales,mother,1
6507,bill,id,help,sales,son,1
6508,bill,id,security,sales,son,1
6509,dollars,id,irs,course,son,1
6510,bank,id,police,sales,son,1
6511,insurance,id,irs,sales,son,1
6512,money,account,irs,sales,husband,1
6513,bill,id,problem,gift,wife,1
6514,bill,id,irs,sales,son,1
6515,bank,id,message,sales,son,1
6516,dollars,id,message,service,son,1
6517,bill,details,irs,gift,son,1
6518,dollars,id,irs,system,son,1
6519,warrant,id,irs,gift,husband,1
6520,bill,account,irs,gift,parents,1
6521,money,id,irs,gift,husband,1
6522,card,account,support,sales,son,1
6523,dollars,id,message,sales,son,1
6524,money,account,irs,gift,husband,1
6525,money,id,irs,activity,son,1
6526,money,id,message,sales,wife,1
6527,bank,id,security,gift,son,1
6528,money,id,message,gift,son,1
6529,card,address,problem,service,son,1
6530,insurance,id,device,activity,son,1
6531,money,address,irs,sales,husband,1
6532,card,information,irs,sales,son,1
6533,bank,id,irs,sales,son,1
6534,bill,id,problem,gift,son,1
6535,dollars,account,irs,gift,son,1
6536,taxes,id,irs,sales,son,1
6537,money,email,support,offer,son,1
6538,bill,id,help,sales,son,1
6539,warrant,id,irs,course,son,1
6540,dollars,id,irs,sales,son,1
6541,taxes,id,irs,offer,husband,1
6542,money,address,irs,sales,son,1
6543,bank,details,support,sales,son,1
6544,money,id,irs,sales,husband,1
6545,insurance,account,irs,gift,son,1
6546,money,id,irs,gift,son,1
6547,insurance,id,irs,sales,son,1
6548,warrant,account,irs,sales,son,1
6549,bank,information,virus,gift,wife,1
6550,card,information,police,gift,son,1
6551,money,id,support,system,son,1
6552,dollars,address,security,sales,son,1
6553,taxes,id,irs,offer,husband,1
6554,money,information,accident,gift,husband,1
6555,money,id,help,gift,husband,1
6556,money,account,irs,sales,son,1
6557,bill,account,police,sales,mother,1
6558,bank,id,police,gift,parents,1
6559,bank,account,irs,gift,husband,1
6560,bank,id,irs,sales,children,1
6561,money,id,irs,service,son,1
6562,bank,id,irs,sales,son,1
6563,money,account,accident,sales,son,1
6564,card,id,irs,gift,husband,1
6565,insurance,account,message,gift,son,1
6566,insurance,id,message,offer,husband,1
6567,warrant,account,problem,sales,husband,1
6568,bank,email,irs,system,son,1
6569,dollars,account,irs,sales,children,1
6570,dollars,id,irs,service,son,1
6571,money,id,irs,gift,son,1
6572,insurance,id,irs,gift,son,1
6573,insurance,account,irs,sales,son,1
6574,bill,id,support,sales,son,1
6575,bill,id,virus,gift,son,1
6576,bank,id,irs,gift,son,1
6577,bill,details,support,gift,son,1
6578,bill,address,virus,service,wife,1
6579,bank,account,irs,gift,husband,1
6580,bank,id,irs,sales,son,1
6581,taxes,id,irs,activity,son,1
6582,dollars,details,irs,telemarketer,son,1
6583,insurance,id,irs,system,son,1
6584,card,address,support,sales,son,1
6585,taxes,account,irs,gift,son,1
6586,bill,id,irs,gift,husband,1
6587,bill,id,accident,service,son,1
6588,money,details,irs,program,wife,1
6589,taxes,account,irs,gift,husband,1
6590,money,id,irs,gift,children,1
6591,money,account,irs,sales,son,1
6592,insurance,account,message,sales,son,1
6593,money,id,irs,gift,son,1
6594,card,account,problem,gift,son,1
6595,bank,details,irs,sales,son,1
6596,insurance,id,irs,sales,son,1
6597,insurance,account,irs,gift,children,1
6598,bill,id,help,sales,son,1
6599,money,account,irs,internet,son,1
6600,card,id,access,sales,husband,1
6601,bank,id,irs,gift,husband,1
6602,credit,account,irs,offer,son,1
6603,dollars,id,irs,gift,husband,1
6604,money,id,irs,gift,son,1
6605,money,id,irs,gift,husband,1
6606,insurance,id,irs,offer,husband,1
6607,money,account,irs,gift,husband,1
6608,bill,id,police,sales,son,1
6609,bank,id,police,system,son,1
6610,card,account,message,gift,husband,1
6611,money,id,irs,gift,son,1
6612,insurance,id,police,telemarketer,son,1
6613,card,id,irs,sales,son,1
6614,taxes,id,support,offer,son,1
6615,bank,id,message,gift,wife,1
6616,insurance,id,support,activity,son,1
6617,taxes,account,help,internet,son,1
6618,card,account,access,sales,wife,1
6619,warrant,details,police,gift,children,1
6620,insurance,address,irs,site,son,1
6621,insurance,id,support,gift,son,1
6622,insurance,id,police,service,son,1
6623,bill,address,irs,order,wife,1
6624,insurance,id,irs,sales,son,1
6625,insurance,id,irs,gift,son,1
6626,bank,id,irs,course,husband,1
6627,bill,id,police,course,son,1
6628,warrant,id,irs,sales,husband,1
6629,money,id,irs,gift,son,1
6630,card,id,police,offer,mother,1
6631,dollars,account,irs,sales,children,1
6632,money,id,irs,sales,son,1
6633,taxes,id,irs,gift,son,1
6634,money,id,irs,gift,son,1
6635,warrant,id,help,sales,husband,1
6636,warrant,account,accident,offer,husband,1
6637,bank,id,irs,system,wife,1
6638,money,id,irs,gift,son,1
6639,insurance,id,irs,site,son,1
6640,card,account,irs,sales,husband,1
6641,insurance,id,problem,sales,son,1
6642,money,account,problem,gift,son,1
6643,bank,id,message,sales,husband,1
6644,card,id,accident,sales,husband,1
6645,bill,id,irs,gift,son,1
6646,insurance,id,help,activity,son,1
6647,taxes,id,message,sales,wife,1
6648,money,account,message,gift,dad,1
6649,insurance,id,government,course,children,1
6650,bank,id,accident,telemarketer,son,1
6651,bank,id,government,sales,husband,1
6652,bank,account,irs,gift,son,1
6653,money,id,security,sales,husband,1
6654,insurance,information,support,service,son,1
6655,insurance,address,support,service,son,1
6656,money,id,accident,sales,son,1
6657,money,account,police,gift,husband,1
6658,money,information,support,service,son,1
6659,card,account,accident,sales,son,1
6660,bank,id,security,gift,children,1
6661,card,id,irs,gift,son,1
6662,bank,id,irs,gift,husband,1
6663,money,id,security,gift,son,1
6664,money,account,irs,gift,husband,1
6665,bank,account,irs,gift,son,1
6666,insurance,id,problem,gift,son,1
6667,bank,id,security,sales,mother,1
6668,dollars,id,government,offer,husband,1
6669,insurance,account,police,sales,son,1
6670,bank,id,security,gift,husband,1
6671,warrant,id,support,gift,son,1
6672,money,address,problem,sales,wife,1
6673,card,id,irs,sales,son,1
6674,insurance,id,support,activity,son,1
6675,insurance,id,support,gift,dad,1
6676,bank,id,irs,gift,wife,1
6677,warrant,id,irs,sales,son,1
6678,taxes,address,help,gift,dad,1
6679,money,id,irs,gift,son,1
6680,insurance,details,police,service,son,1
6681,bill,id,irs,sales,children,1
6682,bank,id,irs,gift,son,1
6683,money,id,irs,sales,son,1
6684,taxes,id,accident,internet,son,1
6685,money,id,irs,sales,son,1
6686,bank,id,police,service,husband,1
6687,taxes,id,irs,gift,husband,1
6688,bill,id,help,site,husband,1
6689,insurance,id,message,gift,son,1
6690,insurance,id,problem,offer,son,1
6691,money,account,support,gift,husband,1
6692,money,id,device,gift,wife,1
6693,bank,id,irs,gift,husband,1
6694,card,address,irs,offer,son,1
6695,warrant,id,irs,gift,son,1
6696,money,email,irs,sales,son,1
6697,warrant,account,irs,sales,children,1
6698,card,id,irs,gift,son,1
6699,bank,account,security,gift,husband,1
6700,money,email,security,gift,dad,1
6701,insurance,details,irs,gift,son,1
6702,money,id,support,service,son,1
6703,bill,id,message,sales,wife,1
6704,bill,id,irs,sales,son,1
6705,insurance,id,irs,sales,son,1
6706,insurance,id,irs,sales,dad,1
6707,bill,id,help,gift,dad,1
6708,bill,id,help,gift,mother,1
6709,bill,address,problem,offer,son,1
6710,money,id,irs,offer,husband,1
6711,insurance,id,irs,sales,husband,1
6712,money,id,irs,gift,parents,1
6713,taxes,id,irs,gift,son,1
6714,insurance,id,police,gift,husband,1
6715,money,id,irs,gift,son,1
6716,card,account,problem,gift,mother,1
6717,money,id,irs,gift,son,1
6718,taxes,id,government,sales,son,1
6719,taxes,id,message,offer,son,1
6720,bank,id,message,sales,wife,1
6721,bank,id,irs,gift,children,1
6722,insurance,id,irs,gift,mother,1
6723,money,id,irs,gift,husband,1
6724,dollars,id,help,sales,son,1
6725,bank,id,irs,gift,mother,1
6726,warrant,id,irs,sales,children,1
6727,dollars,id,government,sales,husband,1
6728,money,id,irs,gift,son,1
6729,bill,id,irs,service,son,1
6730,bill,id,police,sales,wife,1
6731,dollars,address,help,gift,children,1
6732,insurance,id,irs,offer,son,1
6733,insurance,id,irs,sales,son,1
6734,bank,account,help,sales,son,1
6735,money,account,problem,course,son,1
6736,warrant,details,irs,sales,husband,1
6737,card,account,accident,service,husband,1
6738,bank,account,irs,internet,son,1
6739,money,id,irs,gift,son,1
6740,bill,id,virus,gift,son,1
6741,money,id,help,sales,son,1
6742,warrant,account,message,course,son,1
6743,bank,account,irs,internet,son,1
6744,warrant,address,accident,sales,children,1
6745,money,account,irs,gift,son,1
6746,insurance,account,problem,sales,son,1
6747,insurance,id,police,gift,son,1
6748,dollars,id,message,gift,son,1
6749,money,id,irs,gift,husband,1
6750,warrant,id,security,sales,son,1
6751,bill,id,irs,gift,son,1
6752,bank,details,irs,gift,son,1
6753,warrant,account,irs,sales,son,1
6754,insurance,information,message,sales,husband,1
6755,bill,information,irs,gift,son,1
6756,insurance,id,irs,course,husband,1
6757,money,id,irs,service,son,1
6758,bank,id,message,sales,son,1
6759,bank,id,government,sales,son,1
6760,bill,id,help,sales,husband,1
6761,dollars,id,problem,gift,son,1
6762,warrant,id,police,sales,son,1
6763,bill,id,police,service,mother,1
6764,money,account,irs,gift,husband,1
6765,money,id,support,gift,son,1
6766,insurance,id,irs,gift,son,1
6767,insurance,id,irs,sales,wife,1
6768,money,id,help,sales,husband,1
6769,warrant,details,help,system,children,1
6770,insurance,id,irs,sales,son,1
6771,bank,id,help,sales,son,1
6772,bill,account,irs,offer,son,1
6773,credit,id,help,sales,son,1
6774,insurance,account,irs,gift,husband,1
6775,dollars,id,police,service,son,1
6776,insurance,id,irs,sales,son,1
6777,bill,id,irs,gift,wife,1
6778,insurance,address,accident,course,son,1
6779,insurance,account,accident,sales,son,1
6780,money,id,irs,gift,children,1
6781,bank,id,accident,gift,son,1
6782,bank,account,irs,gift,parents,1
6783,dollars,id,help,sales,son,1
6784,bank,address,irs,sales,son,1
6785,money,account,police,internet,son,1
6786,money,id,irs,sales,son,1
6787,insurance,address,irs,gift,wife,1
6788,money,account,help,activity,son,1
6789,credit,id,irs,gift,son,1
6790,dollars,id,irs,service,son,1
6791,bill,id,irs,sales,son,1
6792,insurance,id,irs,sales,husband,1
6793,card,id,support,sales,husband,1
6794,insurance,id,irs,gift,husband,1
6795,card,id,message,sales,son,1
6796,card,address,message,telemarketer,son,1
6797,bill,details,irs,service,son,1
6798,warrant,address,irs,gift,son,1
6799,money,id,irs,gift,son,1
6800,money,account,irs,gift,son,1
6801,money,id,irs,gift,son,1
6802,money,id,support,system,husband,1
6803,insurance,id,irs,sales,son,1
6804,money,email,message,gift,son,1
6805,money,id,message,sales,husband,1
6806,money,id,irs,sales,son,1
6807,money,id,problem,sales,son,1
6808,insurance,id,irs,service,son,1
6809,money,id,irs,gift,son,1
6810,bill,information,access,offer,husband,1
6811,money,id,irs,gift,husband,1
6812,bill,id,irs,service,son,1
6813,warrant,id,irs,gift,wife,1
6814,bill,id,help,gift,husband,1
6815,money,account,irs,sales,son,1
6816,money,account,irs,service,husband,1
6817,insurance,id,irs,sales,dad,1
6818,card,id,accident,course,son,1
6819,money,id,message,sales,son,1
6820,taxes,information,irs,course,son,1
6821,money,id,irs,sales,son,1
6822,bill,account,irs,sales,husband,1
6823,money,account,irs,service,husband,1
6824,taxes,id,irs,gift,husband,1
6825,bank,account,problem,service,son,1
6826,money,account,irs,gift,son,1
6827,bill,account,irs,site,son,1
6828,bank,id,irs,gift,husband,1
6829,money,id,security,gift,son,1
6830,insurance,id,problem,sales,son,1
6831,card,id,irs,sales,husband,1
6832,insurance,account,irs,sales,son,1
6833,money,id,irs,site,son,1
6834,insurance,id,help,offer,son,1
6835,insurance,account,irs,gift,husband,1
6836,money,account,irs,offer,son,1
6837,bank,id,irs,sales,husband,1
6838,insurance,id,help,order,wife,1
6839,bank,address,irs,sales,son,1
6840,insurance,account,problem,gift,son,1
6841,warrant,id,support,gift,son,1
6842,insurance,id,police,sales,husband,1
6843,card,id,message,sales,son,1
6844,money,id,irs,gift,son,1
6845,card,id,support,site,husband,1
6846,bank,id,police,gift,son,1
6847,insurance,account,police,gift,parents,1
6848,insurance,id,message,sales,son,1
6849,bill,id,irs,sales,son,1
6850,card,account,device,sales,husband,1
6851,insurance,id,problem,service,son,1
6852,card,id,irs,sales,husband,1
6853,card,account,irs,sales,son,1
6854,insurance,id,irs,gift,son,1
6855,insurance,address,irs,system,son,1
6856,money,id,irs,sales,son,1
6857,taxes,email,irs,offer,husband,1
6858,insurance,account,irs,gift,son,1
6859,insurance,id,irs,gift,husband,1
6860,money,details,irs,site,son,1
6861,insurance,id,problem,activity,son,1
6862,insurance,id,irs,sales,son,1
6863,bank,id,irs,gift,husband,1
6864,insurance,account,irs,gift,son,1
6865,bank,information,irs,gift,wife,1
6866,card,id,problem,gift,husband,1
6867,money,account,irs,offer,son,1
6868,bank,id,security,gift,husband,1
6869,dollars,account,irs,service,husband,1
6870,warrant,details,irs,system,son,1
6871,bank,id,irs,course,dad,1
6872,bank,id,virus,sales,son,1
6873,money,details,irs,order,husband,1
6874,money,id,irs,gift,son,1
6875,bill,id,irs,service,son,1
6876,dollars,information,problem,gift,wife,1
6877,warrant,account,arrest,sales,son,1
6878,taxes,id,irs,site,son,1
6879,warrant,account,irs,sales,son,1
6880,card,account,irs,gift,husband,1
6881,insurance,id,irs,gift,husband,1
6882,insurance,id,government,gift,husband,1
6883,dollars,id,message,gift,wife,1
6884,money,id,security,activity,son,1
6885,money,id,irs,sales,husband,1
6886,bank,account,support,internet,son,1
6887,bank,account,accident,site,husband,1
6888,insurance,details,support,sales,wife,1
6889,warrant,account,irs,gift,husband,1
6890,money,id,government,gift,husband,1
6891,insurance,id,irs,course,son,1
6892,insurance,account,irs,sales,son,1
6893,money,account,accident,offer,son,1
6894,money,details,irs,gift,son,1
6895,warrant,id,irs,gift,husband,1
6896,money,id,irs,sales,children,1
6897,warrant,id,device,sales,children,1
6898,money,id,security,gift,husband,1
6899,money,account,irs,sales,husband,1
